Application_mode,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Previous_qualification_grade,Admission_grade,Displaced,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade
1,0,1,0,0,19,126.0,119.4,0,6,6,12.666666666666666,6,6,11.666666666666666
1,0,1,0,1,18,133.0,134.4,1,6,6,12.166666666666666,6,6,13.666666666666666
44,0,1,0,0,19,140.0,143.0,0,6,6,13.333333333333334,6,6,14.666666666666666
7,1,1,0,0,40,110.0,110.0,0,7,7,15.0,7,7,14.571428571428571
1,0,1,0,1,18,141.0,132.5,1,8,8,13.39125,8,8,13.39125
17,0,1,0,0,19,122.0,114.7,0,6,5,12.166666666666666,6,6,12.428571428571429
17,0,1,0,0,18,156.0,166.9,0,5,4,11.25,5,4,12.5
1,0,1,0,0,19,129.0,125.9,1,5,4,12.0,5,3,12.0
1,0,1,0,0,18,188.0,178.3,1,0,0,0.0,0,0,0.0
39,0,1,0,0,33,120.0,117.0,1,6,6,12.833333333333334,6,6,12.857142857142858
39,0,1,0,0,35,130.0,150.0,0,6,6,14.0,6,6,13.1
42,0,1,0,0,26,130.0,130.0,1,5,4,13.0,5,2,12.0
1,0,1,0,0,18,140.0,135.1,1,6,6,13.5,6,6,12.5
43,0,1,0,0,36,110.0,110.0,0,16,13,10.692307692307692,13,9,12.307692307692308
39,0,1,0,0,39,133.1,136.2,0,5,5,11.0,5,5,11.666666666666666
39,0,1,0,0,44,120.0,116.0,0,6,6,13.0,6,6,13.833333333333334
1,0,1,0,0,20,96.0,100.0,0,6,5,12.0,6,4,11.25
1,0,1,0,0,24,117.0,116.3,1,6,4,12.6,6,4,11.5
43,0,1,0,1,20,123.0,134.0,0,6,6,13.666666666666666,6,6,13.333333333333334
1,0,0,0,0,19,127.0,124.2,1,0,0,0.0,0,0,0.0
1,1,1,0,1,18,151.0,134.5,0,7,6,14.2,7,6,14.2
1,1,0,0,0,22,127.0,120.7,0,6,5,11.0,6,0,0.0
17,0,1,0,0,18,133.0,127.1,1,6,6,15.0,6,6,16.428571428571427
39,0,1,0,0,24,133.1,133.0,0,7,6,12.585714285714284,8,7,13.44285714285714
39,0,1,0,0,33,133.1,128.2,0,5,0,0.0,5,0,0.0
39,1,1,0,1,30,133.1,130.0,0,6,0,0.0,6,0,0.0
39,0,1,0,0,26,160.0,172.0,0,6,0,0.0,6,0,0.0
17,0,1,0,0,18,140.0,128.5,1,6,6,11.666666666666666,6,6,11.833333333333334
1,1,1,0,0,19,146.0,128.5,0,6,3,12.666666666666666,6,2,10.0
17,0,1,0,0,20,112.0,112.0,1,5,3,10.333333333333334,5,4,11.0
53,0,1,0,1,22,140.0,142.5,1,11,8,13.5,9,7,13.714285714285714
1,0,1,0,0,19,136.0,133.0,1,7,5,13.98,7,5,13.98
1,0,1,0,1,21,133.1,106.0,1,6,6,16.153846153846153,6,6,15.75
1,0,1,0,1,21,136.0,125.5,1,7,6,14.033333333333331,7,6,14.033333333333331
17,0,1,0,0,19,134.0,131.2,0,5,1,11.0,5,5,11.2
1,0,1,0,1,19,122.0,112.9,1,7,7,13.857142857142858,7,6,13.666666666666666
1,0,1,0,0,18,138.0,124.8,1,8,7,13.414285714285716,8,7,13.414285714285716
43,0,1,0,0,50,160.0,140.9,0,11,11,13.545454545454543,7,7,13.571428571428571
39,0,1,0,1,31,130.0,148.0,0,5,4,11.25,5,4,10.833333333333334
17,0,1,0,1,19,161.0,148.4,0,6,6,13.833333333333334,6,6,14.428571428571429
39,0,1,0,0,35,140.0,129.7,0,5,5,12.0,5,5,12.857142857142858
39,0,1,0,0,31,133.1,128.2,0,6,0,0.0,6,0,0.0
51,1,1,0,0,42,133.1,104.0,0,11,10,11.9,11,10,12.8
18,0,0,0,0,34,130.0,119.9,1,5,0,0.0,5,0,0.0
1,0,1,0,1,18,152.0,141.0,1,7,7,15.135714285714286,8,8,15.287499999999998
17,0,0,0,1,18,125.0,116.6,1,7,7,12.285714285714286,7,6,13.333333333333334
44,0,1,0,0,21,140.0,140.0,1,6,5,12.666666666666666,6,2,13.5
39,0,1,0,1,26,133.1,140.0,0,7,5,12.74,8,6,10.978571428571428
43,0,1,0,0,20,170.0,100.0,0,7,6,13.25,8,8,13.75
1,0,1,0,0,19,135.0,121.0,0,6,3,10.333333333333334,6,3,10.333333333333334
1,0,1,0,1,19,125.0,117.0,0,6,6,13.428571428571429,6,6,13.166666666666666
53,0,1,0,0,20,140.0,140.2,0,11,9,12.555555555555555,9,8,11.11111111111111
1,0,1,0,0,19,124.0,129.3,0,6,6,11.5,6,6,11.166666666666666
1,0,1,0,0,18,140.0,145.3,0,6,6,13.666666666666666,6,6,12.333333333333334
39,0,1,0,0,28,130.0,146.2,0,14,11,11.272727272727272,11,10,12.0
17,0,1,0,0,22,134.0,122.5,1,6,5,13.166666666666666,6,5,12.4
44,0,1,0,1,21,160.0,156.1,0,6,6,14.666666666666666,6,6,14.166666666666666
44,0,1,0,0,21,140.0,140.0,1,6,4,12.75,6,1,11.0
39,0,1,0,0,26,150.0,140.0,0,7,5,11.2,8,5,12.14
1,1,0,0,0,18,141.0,128.4,1,6,5,13.0,6,5,11.4
17,0,0,0,0,20,120.0,115.0,0,5,2,10.5,5,2,12.333333333333334
17,0,1,0,0,18,166.0,158.7,0,6,6,14.857142857142858,6,6,14.0
1,0,1,0,1,19,147.0,124.5,1,8,7,12.86,8,7,12.86
51,0,1,0,0,20,121.0,111.9,1,11,11,11.727272727272728,11,11,12.0
44,0,1,0,1,22,150.0,150.0,1,6,6,13.142857142857142,6,3,12.0
17,1,1,0,0,18,124.0,114.2,1,6,5,11.8,6,4,13.714285714285714
17,0,1,0,0,19,96.0,96.0,1,5,3,10.666666666666666,5,0,0.0
17,0,1,0,1,18,125.0,128.9,0,6,5,11.6,6,4,11.2
17,0,1,0,0,20,136.0,121.7,1,6,3,10.333333333333334,6,3,10.333333333333334
1,0,1,0,0,19,120.0,114.8,1,6,4,12.25,6,3,11.0
1,0,1,0,0,19,128.0,127.0,0,6,6,12.0,6,4,12.75
17,0,1,0,0,19,142.0,131.3,1,8,7,14.731428571428571,8,7,14.731428571428571
1,0,1,0,0,18,135.0,137.1,1,0,0,0.0,0,0,0.0
7,0,1,0,0,21,120.0,120.0,1,13,13,13.615384615384617,12,12,14.25
39,0,1,0,0,27,140.0,139.0,0,5,5,15.8,5,5,14.8
17,0,1,0,0,19,135.0,129.1,0,6,6,14.666666666666666,6,6,14.571428571428571
39,0,1,0,0,25,133.1,128.2,0,5,0,0.0,5,0,0.0
1,0,1,0,1,18,137.0,120.8,1,8,7,14.654285714285717,8,7,14.654285714285717
39,0,1,0,0,24,122.0,135.8,0,8,7,12.401428571428571,8,7,12.401428571428571
1,0,1,0,0,20,128.0,118.9,1,7,7,11.5875,8,7,14.071428571428571
7,0,1,0,0,26,140.0,140.0,0,5,5,14.0,5,5,15.6
1,0,1,0,1,20,132.0,127.1,1,6,6,12.333333333333334,6,6,11.833333333333334
1,0,1,0,0,18,131.0,137.0,0,5,5,14.0,5,5,15.4
1,0,1,0,0,19,126.0,127.4,1,6,6,15.23076923076923,6,6,12.375
1,0,1,0,0,23,133.1,97.0,1,6,5,11.6,6,3,11.0
1,0,1,0,1,18,136.0,126.3,1,7,6,11.6,7,6,11.6
1,0,1,0,0,18,140.0,127.5,0,7,0,0.0,8,0,0.0
1,0,1,0,1,19,135.0,126.6,0,7,7,12.901428571428571,8,8,13.094444444444443
42,0,1,0,0,30,160.0,120.0,0,7,7,14.142857142857142,5,5,14.8
44,0,1,0,0,29,140.0,140.0,1,6,0,0.0,6,0,0.0
1,0,1,0,0,19,140.0,131.5,1,8,8,13.25375,8,8,13.25375
17,0,1,0,0,20,115.0,112.2,1,7,7,13.785714285714286,8,8,14.1
1,0,1,0,0,20,144.0,150.5,0,7,6,13.916666666666666,7,6,13.916666666666666
1,0,1,0,0,19,128.0,121.0,1,6,6,13.5,6,6,13.571428571428571
17,0,1,0,0,20,116.0,112.2,1,5,3,11.333333333333334,5,2,10.666666666666666
1,0,1,0,0,21,135.0,129.4,1,5,0,0.0,5,0,0.0
17,0,1,0,0,19,121.0,114.4,0,6,5,11.5,6,4,14.6
1,0,1,0,1,18,134.0,120.3,1,8,7,12.082857142857142,8,7,12.082857142857142
39,0,1,0,1,27,120.0,120.0,0,6,6,11.833333333333334,6,5,12.8
17,0,1,0,1,19,125.0,114.5,1,5,5,13.4,5,5,12.4
1,0,1,0,1,19,141.0,127.8,0,7,0,0.0,7,0,0.0
1,0,1,0,0,19,140.0,124.6,1,6,5,14.2,6,6,14.571428571428571
1,0,1,0,1,18,144.0,130.3,1,8,7,13.814285714285717,8,7,13.814285714285717
17,0,1,0,1,20,122.0,118.2,0,6,4,11.25,6,6,10.5
1,0,1,0,1,18,130.0,118.8,0,6,6,14.5,6,6,13.666666666666666
1,0,1,0,0,19,133.1,133.0,1,6,0,0.0,6,0,0.0
39,0,1,0,0,36,133.1,129.0,1,7,6,11.3,7,6,11.3
43,0,1,0,0,18,147.0,100.0,0,2,0,0.0,4,1,16.0
43,1,1,0,0,18,127.0,120.7,1,5,1,12.0,5,3,12.0
17,0,1,0,0,19,136.0,132.5,1,8,7,12.3,8,7,12.3
1,0,1,0,1,18,127.0,120.3,1,8,7,12.694285714285714,8,7,12.694285714285714
17,0,1,0,0,18,123.0,114.6,0,5,4,11.0,5,4,11.0
1,0,1,0,1,19,128.0,116.5,1,6,6,13.0,6,6,14.166666666666666
1,0,1,0,1,19,128.0,127.8,0,7,7,14.4125,8,8,16.05
1,0,1,0,0,18,140.0,129.9,1,7,7,12.92875,8,8,14.0625
1,0,1,0,0,20,121.0,118.9,1,6,6,13.333333333333334,6,5,12.8
1,0,1,0,1,20,122.0,114.3,1,6,5,12.8,6,5,12.8
18,0,1,0,0,20,126.0,114.8,1,8,7,14.402857142857142,8,7,14.402857142857142
1,0,1,0,1,18,135.0,123.0,1,8,7,13.381428571428572,8,7,13.381428571428572
1,0,1,0,0,18,131.0,122.1,1,7,7,14.13125,8,8,13.98375
17,0,1,0,0,19,140.0,123.7,0,5,5,11.714285714285714,5,5,12.6
1,0,1,0,0,19,131.0,132.4,1,5,5,11.8,5,4,11.25
39,0,1,0,0,44,130.0,114.8,0,6,6,11.166666666666666,6,2,11.0
7,0,1,0,0,32,130.0,130.0,0,6,0,0.0,6,0,0.0
43,0,1,0,0,22,140.0,122.3,0,6,5,13.6,6,5,12.0
39,0,1,0,0,36,130.0,152.4,1,12,12,13.846153846153848,12,11,14.090909090909092
17,0,1,0,1,18,125.0,120.1,0,6,6,12.5,6,6,13.333333333333334
1,0,1,0,0,20,160.0,155.1,1,5,5,16.4,5,5,14.6
51,0,1,0,1,20,130.0,124.5,0,11,11,13.818181818181818,11,11,13.454545454545457
17,0,1,0,0,19,144.0,126.9,0,6,5,10.6,6,4,10.5
39,1,1,0,0,24,133.1,153.2,1,5,5,10.2,5,5,12.2
17,0,1,0,0,20,148.0,129.8,0,6,5,10.6,6,4,10.4
43,0,1,0,0,27,133.1,135.0,0,10,9,11.444444444444445,11,5,10.8
1,0,1,0,0,20,133.0,131.3,1,6,5,14.333333333333334,8,8,12.625
43,0,1,0,1,23,129.0,125.2,0,16,16,13.0,13,13,13.266666666666667
1,0,1,0,1,18,144.0,141.3,1,8,8,13.31,8,8,13.31
17,0,1,0,1,18,120.0,117.1,1,6,5,10.571428571428571,6,5,12.2
17,0,1,0,1,20,144.0,126.5,1,8,7,13.487142857142857,8,7,13.487142857142857
1,0,1,0,1,20,132.0,120.1,0,6,6,12.333333333333334,6,6,11.833333333333334
1,0,1,0,0,23,142.0,128.4,0,6,6,11.875,6,5,12.833333333333334
1,0,1,0,0,20,136.0,140.0,1,7,6,13.966666666666669,7,6,13.966666666666669
39,0,0,0,0,28,133.1,110.0,1,5,0,0.0,5,0,0.0
1,0,1,0,0,21,122.0,116.8,1,5,4,11.5,5,5,12.8
1,0,1,0,0,21,133.1,104.5,1,2,2,12.5,7,0,0.0
7,0,1,0,0,28,140.0,140.0,0,7,0,0.0,8,0,0.0
1,0,1,0,0,18,117.0,113.2,0,7,6,11.98,8,7,13.225
17,0,1,0,1,21,128.0,118.6,1,6,5,13.2,6,5,11.8
1,0,1,0,0,19,136.0,123.8,0,7,6,11.614285714285714,8,8,14.0375
18,0,1,0,1,18,141.0,126.7,1,8,7,14.314285714285717,8,7,14.314285714285717
1,0,1,0,0,19,130.0,133.8,0,7,0,0.0,8,0,0.0
44,0,1,0,0,20,140.0,140.0,0,6,6,12.666666666666666,6,2,13.0
1,0,1,0,1,20,102.0,100.6,1,7,6,12.766666666666666,8,7,12.128571428571428
17,0,1,0,1,18,126.0,132.7,0,6,6,12.666666666666666,6,5,12.2
43,0,1,0,0,20,125.0,106.6,1,6,6,11.5,6,4,10.571428571428571
39,0,1,0,0,31,120.0,140.4,0,6,5,11.4,6,4,11.75
17,0,1,0,1,19,132.0,128.3,1,7,7,14.70625,8,8,14.4775
1,0,1,0,1,19,128.0,118.6,1,7,6,11.814285714285717,8,7,13.542857142857144
1,0,1,0,0,23,115.0,123.4,0,6,6,13.0,6,6,11.875
1,0,1,0,0,19,125.0,124.0,0,6,6,14.857142857142858,6,6,13.333333333333334
1,0,1,0,0,20,137.0,121.3,1,7,6,12.6,7,6,12.6
1,1,1,0,0,22,101.0,101.0,1,6,5,13.333333333333334,6,4,11.4
1,0,1,0,0,18,126.0,116.9,1,7,6,10.666666666666666,7,6,12.833333333333334
7,1,0,0,0,27,130.0,130.0,0,5,2,11.5,5,1,11.0
39,0,1,0,0,29,100.0,120.0,0,7,1,10.0,7,0,0.0
17,0,1,0,0,18,122.0,130.4,1,6,5,11.8,6,5,12.2
17,0,1,0,0,18,126.0,118.7,0,6,5,11.8,6,6,12.666666666666666
17,0,1,0,0,18,128.0,131.5,0,8,8,12.77125,8,8,12.77125
17,0,1,0,0,20,134.0,120.4,1,5,3,11.333333333333334,5,5,12.6
17,0,1,0,0,18,128.0,129.1,1,6,6,12.666666666666666,6,5,14.6
1,0,0,0,0,18,125.0,132.0,0,6,5,12.2,6,4,10.833333333333334
7,0,0,0,0,28,130.0,130.0,0,5,1,12.0,4,0,0.0
1,0,1,0,1,18,135.0,132.8,1,8,7,11.721428571428572,8,7,11.721428571428572
39,0,1,0,0,27,133.1,143.7,0,7,4,14.0,7,3,12.525
39,0,1,0,0,26,140.0,152.8,0,7,7,14.75,7,5,13.8
1,0,1,0,0,18,138.0,133.5,1,6,6,12.666666666666666,6,6,13.666666666666666
1,0,1,0,0,18,150.0,146.2,0,5,4,13.0,5,5,14.0
1,0,1,0,0,21,125.0,115.2,0,5,0,0.0,5,0,0.0
1,0,1,0,0,18,121.0,120.7,1,6,4,10.75,6,0,0.0
39,0,0,0,0,32,120.0,101.8,0,5,0,0.0,5,0,0.0
39,0,1,0,0,28,140.0,100.0,0,5,4,12.5,5,4,11.75
39,0,0,0,0,40,100.0,121.9,0,4,0,0.0,5,0,0.0
18,1,0,0,0,39,140.0,120.4,0,5,0,0.0,4,0,0.0
18,1,0,0,0,39,140.0,120.4,0,6,0,0.0,6,0,0.0
39,0,1,0,0,50,120.0,148.8,0,6,6,12.5,6,5,12.4
17,0,1,0,0,23,138.0,123.0,1,6,5,12.8,6,3,11.666666666666666
39,0,1,0,0,48,133.1,100.0,0,6,1,10.0,6,1,11.0
17,0,1,0,0,23,118.0,112.1,1,6,4,11.25,6,5,10.2
1,0,1,0,1,18,135.0,126.8,1,8,7,12.61,8,7,12.61
17,0,1,0,0,18,130.0,115.9,0,5,2,12.0,5,5,12.6
15,0,0,0,0,20,150.0,132.5,1,6,5,13.0,6,6,13.5
18,0,1,0,1,18,149.0,132.2,1,5,4,12.0,5,5,13.0
1,0,1,0,0,18,180.0,183.5,1,7,4,12.0,8,0,0.0
43,0,1,1,0,31,133.1,136.0,0,5,1,12.0,5,1,11.0
39,0,1,1,0,24,133.1,100.9,1,5,1,12.0,5,3,10.5
39,0,1,1,0,24,145.0,114.5,1,0,0,0.0,0,0,0.0
39,1,0,1,0,26,110.0,110.3,0,5,0,0.0,5,0,0.0
1,1,1,1,0,18,154.0,137.2,1,6,5,13.625,6,4,11.75
17,0,1,1,1,19,126.0,116.9,0,5,3,11.666666666666666,5,3,11.666666666666666
17,0,1,1,0,22,133.0,121.8,1,6,0,0.0,6,0,0.0
1,0,1,1,0,18,145.0,127.3,1,8,7,11.69,8,7,11.69
44,1,0,1,0,20,120.0,120.0,0,6,0,0.0,6,0,0.0
44,0,1,1,0,25,150.0,150.0,0,0,0,0.0,0,0,0.0
43,0,1,1,0,24,150.0,100.0,1,5,4,11.5,5,5,11.285714285714286
39,0,1,1,0,27,150.0,150.0,1,5,1,14.0,5,0,0.0
17,0,1,1,0,21,127.0,116.9,0,6,5,11.0,6,5,12.4
44,0,1,1,0,21,140.0,140.0,1,6,6,12.857142857142858,6,6,13.166666666666666
18,0,1,1,0,19,128.0,122.1,1,6,4,12.5,6,6,11.333333333333334
39,0,1,1,0,28,127.0,160.0,0,7,7,14.528571428571428,8,8,15.018181818181818
1,0,1,1,0,20,117.0,118.4,0,5,5,10.0,5,2,12.0
44,0,1,1,1,21,150.0,150.0,0,6,6,13.0,6,6,12.625
1,0,1,1,1,18,154.0,144.9,0,7,7,15.957142857142856,8,8,15.188888888888888
17,0,1,1,1,18,127.0,121.1,1,5,5,13.2,5,5,12.6
1,0,1,1,0,20,133.0,121.8,0,5,4,10.2,5,3,11.0
39,0,1,1,0,25,120.0,146.8,0,5,5,14.2,5,2,13.5
1,1,1,1,0,22,133.1,138.0,0,6,6,12.625,6,2,14.5
1,0,1,1,0,18,149.0,138.0,0,8,6,13.496666666666668,8,6,13.496666666666668
17,0,1,1,0,19,125.0,116.3,1,5,5,13.25,5,5,11.0
1,0,1,1,0,19,126.0,122.5,1,5,3,12.0,5,3,12.0
39,1,0,1,0,25,133.1,115.0,1,6,4,13.0,6,4,13.75
43,1,1,1,0,21,115.0,115.0,0,11,9,11.77777777777778,8,3,13.666666666666666
17,0,1,1,0,19,117.0,119.8,1,5,2,11.0,6,0,0.0
17,0,1,1,0,20,133.1,95.0,0,5,0,0.0,5,0,0.0
44,0,1,1,0,25,150.0,150.0,0,14,14,12.428571428571429,9,6,10.857142857142858
17,0,1,1,0,20,130.0,117.8,1,5,3,11.0,5,3,12.0
1,0,1,1,0,18,161.0,144.2,1,0,0,0.0,0,0,0.0
44,1,1,1,0,23,130.0,130.0,1,6,3,11.5,6,3,10.666666666666666
42,0,1,1,0,23,111.0,128.2,1,8,8,12.5075,8,8,12.5075
53,0,1,1,0,21,140.0,135.3,0,12,11,12.090909090909092,12,11,12.0
1,0,1,1,0,20,132.0,143.9,1,5,2,11.0,5,3,12.666666666666666
39,0,1,1,0,25,139.0,140.7,0,5,1,10.0,5,2,11.333333333333334
1,0,1,1,0,18,132.0,130.4,1,6,6,13.5,6,5,13.2
1,0,1,1,0,22,119.0,123.2,1,6,6,14.166666666666666,6,6,13.625
39,0,1,1,0,27,133.1,118.0,0,6,6,14.0,6,6,14.714285714285714
39,0,1,1,0,25,133.1,120.0,0,3,0,0.0,3,0,0.0
17,0,1,1,0,18,129.0,118.9,1,5,3,11.666666666666666,5,3,11.333333333333334
17,0,1,1,0,20,128.0,117.2,0,5,5,14.6,5,5,14.2
39,0,1,1,0,27,120.0,120.0,0,6,5,13.0,6,5,11.5
1,0,1,1,0,20,130.0,118.1,0,6,6,12.166666666666666,6,6,12.0
1,0,1,1,0,22,130.0,124.8,1,5,0,0.0,5,1,12.0
17,0,1,1,0,19,111.0,106.5,1,5,3,10.5,5,3,10.8
1,0,1,1,0,20,121.0,116.8,0,5,3,12.4,5,5,10.833333333333334
43,0,1,1,0,19,117.0,109.3,0,0,0,0.0,0,0,0.0
39,0,0,1,0,29,133.1,120.0,1,5,0,0.0,5,0,0.0
1,0,1,1,0,19,149.0,137.5,0,8,7,13.828571428571427,8,7,13.828571428571427
39,0,1,0,1,28,172.0,150.0,1,5,5,10.6,5,5,10.2
1,0,1,0,0,20,134.0,120.4,0,6,6,11.5,6,6,11.666666666666666
1,0,1,0,0,20,136.0,136.7,1,6,4,13.5,6,6,13.625
39,0,1,0,0,31,133.1,118.5,1,6,0,0.0,6,0,0.0
17,0,1,0,0,18,141.0,133.0,1,7,7,12.5375,8,7,12.614285714285714
17,0,1,0,0,19,141.0,128.8,1,6,6,14.833333333333334,6,6,13.285714285714286
1,0,1,0,0,18,148.0,133.0,1,5,4,12.0,5,4,12.8
17,0,1,0,0,19,102.0,102.0,0,6,5,11.8,6,5,11.6
1,0,1,0,1,18,143.0,133.9,0,5,5,15.0,5,5,15.2
17,0,1,0,0,19,120.0,127.0,0,5,3,12.0,5,5,13.2
17,0,1,0,1,18,121.0,120.4,1,6,6,12.833333333333334,6,6,12.285714285714286
1,0,1,0,0,19,122.0,124.5,1,6,6,11.666666666666666,6,3,12.0
1,0,1,0,0,19,122.0,123.9,0,7,7,12.1625,8,8,13.825
1,0,1,0,0,18,123.0,117.8,1,6,6,13.833333333333334,6,6,14.555555555555555
1,0,1,0,0,19,133.0,126.7,0,7,4,12.45,7,5,11.7
44,0,1,0,1,20,110.0,110.0,0,6,6,12.125,6,6,13.571428571428571
17,0,1,0,0,20,155.0,134.7,1,6,5,13.4,6,4,13.0
17,1,1,0,0,20,119.0,113.2,0,6,6,13.333333333333334,6,5,14.0
39,0,1,0,0,29,120.0,141.0,0,15,11,11.454545454545457,13,11,11.545454545454543
17,0,0,0,1,20,133.1,111.5,0,6,4,12.0,6,3,10.0
39,1,0,0,0,31,143.0,140.0,0,7,6,12.666666666666666,7,5,12.6
17,0,1,0,0,20,149.0,134.3,0,6,6,12.666666666666666,6,6,13.77777777777778
17,0,1,0,0,21,133.0,125.3,1,18,18,11.88888888888889,13,13,11.461538461538462
7,0,1,0,0,23,140.0,140.0,1,6,0,0.0,6,0,0.0
17,1,0,0,0,21,122.0,119.6,0,6,4,13.0,6,4,11.6
7,0,1,0,0,24,170.0,170.0,0,7,7,16.885714285714283,8,8,15.744444444444444
39,0,1,0,0,27,120.0,150.5,0,6,6,12.5,6,6,12.333333333333334
1,0,1,0,1,18,143.0,128.0,0,7,7,13.055555555555555,8,8,15.8125
1,0,0,0,0,21,115.0,108.7,1,0,0,0.0,0,0,0.0
17,1,1,0,1,19,123.0,121.6,1,5,0,0.0,5,0,0.0
1,0,1,0,1,19,131.0,125.3,1,8,7,12.355714285714283,8,7,12.355714285714283
17,0,1,0,0,18,127.0,117.6,0,6,0,0.0,6,0,0.0
43,0,1,0,1,18,126.0,124.3,1,7,5,11.98,7,5,11.98
1,1,1,0,1,20,112.0,106.1,1,7,7,13.857142857142858,7,7,12.571428571428571
1,0,1,0,0,24,150.0,139.9,1,6,5,13.0,6,6,14.166666666666666
1,0,1,0,0,20,116.0,110.8,1,6,6,12.833333333333334,6,6,11.166666666666666
17,0,1,0,0,20,118.0,118.0,0,5,4,11.0,5,5,13.2
1,0,1,0,1,19,130.0,117.8,1,8,7,12.357142857142858,8,7,12.357142857142858
1,0,1,0,1,18,144.0,127.5,1,8,7,13.857142857142858,8,7,13.857142857142858
17,0,1,0,1,20,105.0,129.7,1,6,6,12.333333333333334,6,6,10.666666666666666
17,0,1,0,0,20,143.0,130.6,1,7,7,12.847142857142858,8,8,13.788888888888888
17,0,1,0,1,19,137.0,126.3,1,7,6,12.339999999999998,8,8,13.01875
44,0,1,0,0,19,140.0,140.0,1,6,5,12.666666666666666,6,4,11.75
1,0,1,0,0,20,133.1,105.0,1,6,6,13.833333333333334,6,6,12.5
17,0,1,0,0,19,116.0,114.6,1,5,2,10.75,5,2,10.0
17,0,1,0,0,19,117.0,114.6,1,6,4,13.25,6,4,10.25
17,0,1,0,1,18,137.0,131.0,1,8,8,13.73125,8,8,13.73125
17,0,1,0,1,23,116.0,109.0,0,6,6,13.333333333333334,6,3,12.666666666666666
1,0,1,0,0,21,133.1,132.0,1,6,5,12.0,6,5,10.8
44,0,1,0,0,23,130.0,130.0,1,9,9,10.88888888888889,8,6,11.333333333333334
1,0,1,0,0,19,106.0,109.5,1,7,7,13.025,8,8,13.811111111111112
17,0,1,0,0,18,125.0,115.9,1,6,6,13.0,6,6,14.166666666666666
1,0,1,0,0,19,134.0,131.6,1,6,5,11.8,6,5,12.0
39,0,1,0,1,25,133.1,120.0,0,8,7,12.042857142857144,8,7,12.042857142857144
1,0,1,0,0,19,117.0,109.7,1,6,5,12.2,6,4,13.0
1,0,1,0,1,19,136.0,136.4,0,7,7,12.8375,8,8,15.5
39,1,1,0,1,24,120.0,120.0,0,7,7,11.0,8,7,11.7
1,0,1,0,1,18,135.0,132.6,1,6,6,13.5,6,5,14.0
17,0,1,0,1,19,122.0,112.9,1,6,6,12.125,6,6,12.714285714285714
1,0,1,0,1,18,147.0,134.3,0,8,7,12.62857142857143,8,7,12.62857142857143
39,0,1,0,0,27,120.0,123.2,0,5,3,10.666666666666666,5,4,11.4
17,0,1,0,0,19,121.0,117.2,0,6,5,11.2,6,5,11.6
18,0,1,0,1,18,135.0,129.8,0,6,6,12.666666666666666,6,6,11.833333333333334
39,1,0,0,0,34,130.0,158.0,0,6,4,13.5,6,0,0.0
1,0,1,0,0,18,128.0,116.5,0,5,3,11.666666666666666,5,2,11.0
1,0,1,0,0,18,129.0,121.0,1,5,2,10.5,5,3,12.333333333333334
1,0,1,0,0,18,143.0,133.8,1,8,8,14.26875,8,8,14.26875
1,1,0,0,0,20,108.0,115.0,1,6,0,0.0,6,0,0.0
1,0,1,0,1,19,130.0,131.8,1,5,2,10.5,5,3,13.333333333333334
1,0,1,0,0,21,135.0,121.0,0,6,5,11.2,6,1,10.0
39,0,1,0,0,26,140.0,152.4,0,5,5,12.0,5,5,14.833333333333334
43,0,1,0,0,27,120.0,110.2,0,7,7,12.228571428571428,8,8,13.2125
1,0,1,0,0,20,117.0,113.5,1,5,4,11.5,5,4,10.75
17,0,1,0,0,18,151.0,144.4,1,6,6,15.375,6,6,16.428571428571427
53,0,0,0,0,23,140.0,143.3,1,12,9,13.666666666666666,9,6,13.5
39,0,1,0,0,24,133.1,100.0,0,8,7,12.614285714285714,8,7,12.614285714285714
44,0,1,0,1,19,130.0,126.3,1,6,5,12.2,6,6,11.5
1,0,1,0,0,19,125.0,115.9,0,6,4,11.75,6,4,11.0
1,1,1,0,1,19,125.0,114.9,1,6,5,11.4,6,3,10.0
1,1,1,0,0,18,135.0,121.0,0,6,5,10.6,6,2,10.0
51,0,1,0,0,22,121.0,112.3,0,16,13,10.923076923076923,13,11,11.454545454545457
43,0,1,0,0,20,141.0,127.0,0,6,5,12.4,6,5,12.4
39,0,1,0,0,25,130.0,120.0,0,6,0,0.0,6,0,0.0
44,0,1,0,0,21,180.0,180.0,0,6,6,15.833333333333334,6,6,15.5
1,0,1,0,0,19,117.0,117.4,1,7,5,11.8,7,6,11.708333333333334
17,0,1,0,0,18,127.0,115.8,1,6,6,12.571428571428571,6,6,13.666666666666666
1,0,1,0,0,18,126.0,136.5,1,5,3,12.0,5,4,13.25
17,0,1,1,0,19,143.0,129.0,1,7,7,13.3625,8,8,14.444444444444445
1,0,1,0,1,19,144.0,137.6,1,5,5,15.4,5,5,16.0
17,1,0,0,0,18,126.0,129.5,1,6,5,12.2,6,4,11.75
51,0,1,0,1,20,140.0,129.1,1,11,11,12.818181818181818,11,11,13.545454545454543
17,0,1,0,0,19,148.0,130.2,1,7,0,0.0,8,0,0.0
42,0,1,0,0,28,100.0,134.3,1,17,17,13.394736842105264,17,17,13.554736842105264
